word,category,polarity,score,,,,,,,,,,,,,,
김치양,소민,소민,0,,,,,,,,,,,,,,
김치전,소민,소민,0,,,,,,,,,,,,,,
김치찌개,소민,소민,0,,,,,,,,,,,,,,
김칫소,소민,소민,0,,,,,,,,,,,,,,
김통,소민,소민,0,,,,,,,,,,,,,,
김포공항,소민,소민,0,,,,,,,,,,,,,,
깃밥,소민,소민,0,,,,,,,,,,,,,,
깃밥위,소민,소민,0,,,,,,,,,,,,,,
깉아,소민,소민,0,,,,,,,,,,,,,,
깊이,소민,소민,0,,,,,,,,,,,,,,
까닭,소민,소민,0,,,,,,,,,,,,,,
까페,소민,소민,0,,,,,,,,,,,,,,
깍두기,소민,소민,0,,,,,,,,,,,,,,
깔깔,소민,소민,0,,,,,,,,,,,,,,
깔끔햐,소민,소민,1,,,,,,,,,,,,,,
깜놀,소민,소민,0,,,,,,,,,,,,,,
깜박,소민,소민,0,,,,,,,,,,,,,,
깜빡,소민,소민,0,,,,,,,,,,,,,,
깜짝,소민,소민,0,,,,,,,,,,,,,,
깡패,소민,소민,0,,,,,,,,,,,,,,
깨끗,소민,소민,1,,,,,,,,,,,,,,
깨달음,소민,소민,0,,,,,,,,,,,,,,
깨맛,소민,소민,0,,,,,,,,,,,,,,
깨알,소민,소민,0,,,,,,,,,,,,,,
깨큿,소민,소민,0,,,,,,,,,,,,,,
깻잎,소민,소민,0,,,,,,,,,,,,,,
꺼드럭거리,소민,소민,-1,,,,,,,,,,,,,,
껄끄럽네,소민,소민,-1,,,,,,,,,,,,,,
껍데기,소민,소민,0,,,,,,,,,,,,,,
껍질,소민,소민,0,,,,,,,,,,,,,,
꼬나박,소민,소민,0,,,,,,,,,,,,,,
꼬돌,소민,소민,1,,,,,,,,,,,,,,
꼬들꼬들,소민,소민,1,,,,,,,,,,,,,,
꼬들밥,소민,소민,1,,,,,,,,,,,,,,
꼬들살,소민,소민,1,,,,,,,,,,,,,,
꼬들하,소민,소민,1,,,,,,,,,,,,,,
꼬들함,소민,소민,1,,,,,,,,,,,,,,
꼬리,소민,소민,0,,,,,,,,,,,,,,
꼬리곰탕,소민,소민,0,,,,,,,,,,,,,,
꼬릿함,소민,소민,0,,,,,,,,,,,,,,
꼬소,소민,소민,1,,,,,,,,,,,,,,
꼬소하,소민,소민,1,,,,,,,,,,,,,,
꼬소한향,소민,소민,1,,,,,,,,,,,,,,
꼬소해,소민,소민,1,,,,,,,,,,,,,,
꼬시,소민,소민,0,,,,,,,,,,,,,,
꼬치,소민,소민,0,,,,,,,,,,,,,,
꼬투리,소민,소민,0,,,,,,,,,,,,,,
꼭꼭,소민,소민,0,,,,,,,,,,,,,,
꼭예,소민,소민,0,,,,,,,,,,,,,,
꼽는,소민,소민,0,,,,,,,,,,,,,,
꼽으라,소민,소민,0,,,,,,,,,,,,,,
꼽주,소민,소민,0,,,,,,,,,,,,,,
꼽줌,소민,소민,0,,,,,,,,,,,,,,
꽃게,소민,소민,0,,,,,,,,,,,,,,
꽃목살,소민,소민,0,,,,,,,,,,,,,,
꽃사슴,소민,소민,0,,,,,,,,,,,,,,
꽃혀,소민,소민,0,,,,,,,,,,,,,,
꽈리,소민,소민,0,,,,,,,,,,,,,,
꽈배기,소민,소민,0,,,,,,,,,,,,,,
꾸밈,소민,소민,0,,,,,,,,,,,,,,
꾸벅,소민,소민,0,,,,,,,,,,,,,,
꾸욱,소민,소민,0,,,,,,,,,,,,,,
꿀맛,소민,소민,2,,,,,,,,,,,,,,
꿀팁,소민,소민,0,,,,,,,,,,,,,,
끄덕,소민,소민,0,,,,,,,,,,,,,,
끈끈,소민,소민,0,,,,,,,,,,,,,,
끝나쥬,소민,소민,0,,,,,,,,,,,,,,
끝내,소민,소민,0,,,,,,,,,,,,,,
끝맛,소민,소민,0,,,,,,,,,,,,,,
끝물,소민,소민,0,,,,,,,,,,,,,,
끝장,소민,소민,0,,,,,,,,,,,,,,
끝판,소민,소민,0,,,,,,,,,,,,,,
끼니,소민,소민,0,,,,,,,,,,,,,,
끼리,소민,소민,0,,,,,,,,,,,,,,
끼잉,소민,소민,0,,,,,,,,,,,,,,
나기,소민,소민,0,,,,,,,,,,,,,,
나노,소민,소민,0,,,,,,,,,,,,,,
나누기,소민,소민,0,,,,,,,,,,,,,,
나니,소민,소민,0,,,,,,,,,,,,,,
나들이,소민,소민,0,,,,,,,,,,,,,,
나라,소민,소민,0,,,,,,,,,,,,,,
나로,소민,소민,0,,,,,,,,,,,,,,
나름,소민,소민,0,,,,,,,,,,,,,,
나리,소민,소민,0,,,,,,,,,,,,,,
나마,소민,소민,0,,,,,,,,,,,,,,
나머지,소민,소민,0,,,,,,,,,,,,,,
나무,소민,소민,0,,,,,,,,,,,,,,
나물,소민,소민,0,,,,,,,,,,,,,,
나발,소민,소민,0,,,,,,,,,,,,,,
나야,소민,소민,0,,,,,,,,,,,,,,
나영,소민,소민,0,,,,,,,,,,,,,,
나오니,소민,소민,0,,,,,,,,,,,,,,
나옹,소민,소민,0,,,,,,,,,,,,,,
나용,소민,소민,0,,,,,,,,,,,,,,
나은,소민,소민,0,,,,,,,,,,,,,,
나이,소민,소민,0,,,,,,,,,,,,,,
나이스,소민,소민,0,,,,,,,,,,,,,,
나주,소민,소민,0,,,,,,,,,,,,,,
나주시,소민,소민,0,,,,,,,,,,,,,,
나중,소민,소민,0,,,,,,,,,,,,,,
나트륨,소민,소민,0,,,,,,,,,,,,,,
나프탈렌,소민,소민,0,,,,,,,,,,,,,,
나혼,소민,소민,0,,,,,,,,,,,,,,
나혼산,소민,소민,0,,,,,,,,,,,,,,
나혼자산다,소민,소민,0,,,,,,,,,,,,,,
낙곱새,소민,소민,0,,,,,,,,,,,,,,
낙후,소민,소민,0,,,,,,,,,,,,,,
난건,소민,소민,0,,,,,,,,,,,,,,
난국,소민,소민,0,,,,,,,,,,,,,,
난로,소민,소민,0,,,,,,,,,,,,,,
난리,소민,소민,0,,,,,,,,,,,,,,
난후,소민,소민,0,,,,,,,,,,,,,,
날때,소민,소민,0,,,,,,,,,,,,,,
날림,소민,소민,0,,,,,,,,,,,,,,
날씨,소민,소민,0,,,,,,,,,,,,,,
날짜,소민,소민,0,,,,,,,,,,,,,,
날치,소민,소민,0,,,,,,,,,,,,,,
남고,소민,소민,0,,,,,,,,,,,,,,
남녀,소민,소민,0,,,,,,,,,,,,,,
남비,소민,소민,0,,,,,,,,,,,,,,
남성,소민,소민,0,,,,,,,,,,,,,,
남아,소민,소민,0,,,,,,,,,,,,,,
남여,소민,소민,0,,,,,,,,,,,,,,
남자,소민,소민,0,,,,,,,,,,,,,,
남자친구,소민,소민,0,,,,,,,,,,,,,,
남지,소민,소민,0,,,,,,,,,,,,,,
남짓,소민,소민,0,,,,,,,,,,,,,,
남친,소민,소민,0,,,,,,,,,,,,,,
남칭구,소민,소민,0,,,,,,,,,,,,,,
남편,소민,소민,0,,,,,,,,,,,,,,
남포면,소민,소민,0,,,,,,,,,,,,,,
납득,소민,소민,0,,,,,,,,,,,,,,
납작,소민,소민,0,,,,,,,,,,,,,,
낫다,소민,소민,0,,,,,,,,,,,,,,
낭낭,소민,소민,0,,,,,,,,,,,,,,
낭만,소민,소민,0,,,,,,,,,,,,,,
낮길레,소민,소민,0,,,,,,,,,,,,,,
낮술,소민,소민,0,,,,,,,,,,,,,,
낮잠,소민,소민,0,,,,,,,,,,,,,,
낯선,소민,소민,0,,,,,,,,,,,,,,
내공,소민,소민,0,,,,,,,,,,,,,,
내기,소민,소민,0,,,,,,,,,,,,,,
내껀,소민,소민,0,,,,,,,,,,,,,,
내내,소민,소민,0,,,,,,,,,,,,,,
내리막,소민,소민,0,,,,,,,,,,,,,,
내면,소민,소민,0,,,,,,,,,,,,,,
내부,소민,소민,0,,,,,,,,,,,,,,
내시,소민,소민,0,,,,,,,,,,,,,,
내신,소민,소민,0,,,,,,,,,,,,,,
내심,소민,소민,0,,,,,,,,,,,,,,
내외,소민,소민,0,,,,,,,,,,,,,,
내용,소민,소민,0,,,,,,,,,,,,,,
내일,소민,소민,0,,,,,,,,,,,,,,
내장,소민,소민,0,,,,,,,,,,,,,,
내적,소민,소민,0,,,,,,,,,,,,,,
내좋빠,소민,소민,0,,,,,,,,,,,,,,
내지,소민,소민,0,,,,,,,,,,,,,,
냄비,소민,소민,0,,,,,,,,,,,,,,
냄새,소민,소민,0,,,,,,,,,,,,,,
냅킨,소민,소민,0,,,,,,,,,,,,,,
냉국,소민,소민,0,,,,,,,,,,,,,,
냉동,소민,소민,0,,,,,,,,,,,,,,
냉면,소민,소민,0,,,,,,,,,,,,,,
냉면집,소민,소민,0,,,,,,,,,,,,,,
냉방,소민,소민,0,,,,,,,,,,,,,,
냉이,소민,소민,0,,,,,,,,,,,,,,
냉장,소민,소민,0,,,,,,,,,,,,,,
냉칼국수,소민,소민,0,,,,,,,,,,,,,,
냠냐미,소민,소민,0,,,,,,,,,,,,,,
냠냠념뇸,소민,소민,0,,,,,,,,,,,,,,
냥임,소민,소민,0,,,,,,,,,,,,,,
너무붎,소민,소민,0,,,,,,,,,,,,,,
너뭄,소민,소민,0,,,,,,,,,,,,,,
너프,소민,소민,0,,,,,,,,,,,,,,
너희,소민,소민,0,,,,,,,,,,,,,,
널널,소민,소민,0,,,,,,,,,,,,,,
널렸어,소민,소민,0,,,,,,,,,,,,,,
넘김,소민,소민,0,,,,,,,,,,,,,,
넘맛잇엉,소민,소민,2,,,,,,,,,,,,,,
넘버원,소민,소민,0,,,,,,,,,,,,,,
넘침,소민,소민,0,,,,,,,,,,,,,,
넚고,소민,소민,0,,,,,,,,,,,,,,
넣어드심,소민,소민,0,,,,,,,,,,,,,,
네네,소민,소민,0,,,,,,,,,,,,,,
네모,소민,소민,0,,,,,,,,,,,,,,
네시,소민,소민,0,,,,,,,,,,,,,,
네오,소민,소민,0,,,,,,,,,,,,,,
네이버,소민,소민,0,,,,,,,,,,,,,,
네일,소민,소민,-1,,,,,,,,,,,,,,
넷이,소민,소민,0,,,,,,,,,,,,,,
녀석,소민,소민,0,,,,,,,,,,,,,,
년전,소민,소민,0,,,,,,,,,,,,,,
년층,소민,소민,0,,,,,,,,,,,,,,
노가다,소민,소민,0,,,,,,,,,,,,,,
노골,소민,소민,-1,,,,,,,,,,,,,,
노닥거리,소민,소민,0,,,,,,,,,,,,,,
노답,소민,소민,-2,,,,,,,,,,,,,,
노랑,소민,소민,0,,,,,,,,,,,,,,
노래,소민,소민,0,,,,,,,,,,,,,,
노력,소민,소민,0,,,,,,,,,,,,,,
노른자,소민,소민,0,,,,,,,,,,,,,,
노릇,소민,소민,0,,,,,,,,,,,,,,
노리,소민,소민,0,,,,,,,,,,,,,,
노릿,소민,소민,0,,,,,,,,,,,,,,
노말,소민,소민,0,,,,,,,,,,,,,,
노맛,소민,소민,-2,,,,,,,,,,,,,,
노무,소민,소민,0,,,,,,,,,,,,,,
노상,소민,소민,0,,,,,,,,,,,,,,
노소,소민,소민,0,,,,,,,,,,,,,,
노예,소민,소민,0,,,,,,,,,,,,,,
노파,소민,소민,-1,,,,,,,,,,,,,,
노포,소민,소민,0,,,,,,,,,,,,,,
녹두,소민,소민,0,,,,,,,,,,,,,,
녹말,소민,소민,0,,,,,,,,,,,,,,
녹색,소민,소민,0,,,,,,,,,,,,,,
놀람,소민,소민,0,,,,,,,,,,,,,,
놀랫어,소민,소민,0,,,,,,,,,,,,,,
놀러와,소민,소민,0,,,,,,,,,,,,,,
놀부,소민,소민,0,,,,,,,,,,,,,,
놋그릇,소민,소민,0,,,,,,,,,,,,,,
놋쇠,소민,소민,0,,,,,,,,,,,,,,
농사,소민,소민,0,,,,,,,,,,,,,,
농산물,소민,소민,0,,,,,,,,,,,,,,
농협,소민,소민,0,,,,,,,,,,,,,,
놨다,소민,소민,0,,,,,,,,,,,,,,
놨습니,소민,소민,0,,,,,,,,,,,,,,
놨어야,소민,소민,0,,,,,,,,,,,,,,
뇨끼,소민,소민,0,,,,,,,,,,,,,,
뇸뇸,소민,소민,0,,,,,,,,,,,,,,
누가,소민,소민,0,,,,,,,,,,,,,,
누구,소민,소민,0,,,,,,,,,,,,,,
누군가,소민,소민,0,,,,,,,,,,,,,,
누락,소민,소민,0,,,,,,,,,,,,,,
누런,소민,소민,0,,,,,,,,,,,,,,
누룩,소민,소민,0,,,,,,,,,,,,,,
누룽지,소민,소민,0,,,,,,,,,,,,,,
누무,소민,소민,0,,,,,,,,,,,,,,
누적,소민,소민,0,,,,,,,,,,,,,,
누해,소민,소민,0,,,,,,,,,,,,,,
눅진,소민,소민,0,,,,,,,,,,,,,,
눈길,소민,소민,0,,,,,,,,,,,,,,
눈물,소민,소민,0,,,,,,,,,,,,,,
눈썹,소민,소민,0,,,,,,,,,,,,,,
눈알,소민,소민,0,,,,,,,,,,,,,,
눈앞,소민,소민,0,,,,,,,,,,,,,,
눈치,소민,소민,0,,,,,,,,,,,,,,
눌린거,소민,소민,0,,,,,,,,,,,,,,
뉘앙스,소민,소민,0,,,,,,,,,,,,,,
뉴요커,소민,소민,0,,,,,,,,,,,,,,
뉴욕,소민,소민,0,,,,,,,,,,,,,,
뉴욕타임스,소민,소민,0,,,,,,,,,,,,,,
뉴욕타임즈,소민,소민,0,,,,,,,,,,,,,,
느겨,소민,소민,0,,,,,,,,,,,,,,
느글거렸던,소민,소민,-1,,,,,,,,,,,,,,
느낌,소민,소민,0,,,,,,,,,,,,,,
느므,소민,소민,0,,,,,,,,,,,,,,
느좋,소민,소민,2,,,,,,,,,,,,,,
는걸,소민,소민,0,,,,,,,,,,,,,,
는데,소민,소민,0,,,,,,,,,,,,,,
늘쭉날쭉,소민,소민,0,,,,,,,,,,,,,,
능가,소민,소민,0,,,,,,,,,,,,,,
능데,소민,소민,0,,,,,,,,,,,,,,
능동,소민,소민,0,,,,,,,,,,,,,,
능라도,소민,소민,0,,,,,,,,,,,,,,
능력,소민,소민,0,,,,,,,,,,,,,,
능청,소민,소민,0,,,,,,,,,,,,,,
늦점,소민,소민,0,,,,,,,,,,,,,,
늬낌,소민,소민,0,,,,,,,,,,,,,,
니요,소민,소민,0,,,,,,,,,,,,,,
니트,소민,소민,0,,,,,,,,,,,,,,
다가,소민,소민,0,,,,,,,,,,,,,,
다기,소민,소민,0,,,,,,,,,,,,,,
다녀왓내,소민,소민,0,,,,,,,,,,,,,,
다대기,소민,소민,0,,,,,,,,,,,,,,
다데기,소민,소민,0,,,,,,,,,,,,,,
다도,소민,소민,0,,,,,,,,,,,,,,
다드,소민,소민,0,,,,,,,,,,,,,,
다락,소민,소민,0,,,,,,,,,,,,,,
다른,소민,소민,0,,,,,,,,,,,,,,
다른사람,소민,소민,0,,,,,,,,,,,,,,
다리,소민,소민,0,,,,,,,,,,,,,,
다만,소민,소민,0,,,,,,,,,,,,,,
다섯손가락,소민,소민,0,,,,,,,,,,,,,,
다소,소민,소민,0,,,,,,,,,,,,,,
다시,소민,소민,0,,,,,,,,,,,,,,
다양,소민,소민,1,,,,,,,,,,,,,,
다양성,소민,소민,0,,,,,,,,,,,,,,
다오,소민,소민,0,,,,,,,,,,,,,,
다운,소민,소민,0,,,,,,,,,,,,,,
다음,소민,소민,0,,,,,,,,,,,,,,
다이닝,소민,소민,0,,,,,,,,,,,,,,
다이어트,소민,소민,0,,,,,,,,,,,,,,
다인,소민,소민,0,,,,,,,,,,,,,,
다임,소민,소민,0,,,,,,,,,,,,,,
다지,소민,소민,0,,,,,,,,,,,,,,
다짐,소민,소민,0,,,,,,,,,,,,,,
다짜고짜,소민,소민,0,,,,,,,,,,,,,,
다채롭,소민,소민,0,,,,,,,,,,,,,,
다툼,소민,소민,0,,,,,,,,,,,,,,
다한,소민,소민,0,,,,,,,,,,,,,,
다해,소민,소민,0,,,,,,,,,,,,,,
다행,소민,소민,1,,,,,,,,,,,,,,
단가,소민,소민,0,,,,,,,,,,,,,,
단계,소민,소민,0,,,,,,,,,,,,,,
단고,소민,소민,0,,,,,,,,,,,,,,
단골,소민,소민,0,,,,,,,,,,,,,,
단독,소민,소민,0,,,,,,,,,,,,,,
단독주택,소민,소민,0,,,,,,,,,,,,,,
단돈,소민,소민,0,,,,,,,,,,,,,,
단맛,소민,소민,0,,,,,,,,,,,,,,
단무지,소민,소민,0,,,,,,,,,,,,,,
단발,소민,소민,0,,,,,,,,,,,,,,
단백,소민,소민,0,,,,,,,,,,,,,,
단백질,소민,소민,0,,,,,,,,,,,,,,
단순,소민,소민,0,,,,,,,,,,,,,,
단연,소민,소민,0,,,,,,,,,,,,,,
단위,소민,소민,0,,,,,,,,,,,,,,
단일,소민,소민,0,,,,,,,,,,,,,,
단임,소민,소민,0,,,,,,,,,,,,,,
단점,소민,소민,0,,,,,,,,,,,,,,
단지,소민,소민,0,,,,,,,,,,,,,,
단체,소민,소민,0,,,,,,,,,,,,,,
단호박,소민,소민,0,,,,,,,,,,,,,,
달걀,소민,소민,0,,,,,,,,,,,,,,
달기,소민,소민,0,,,,,,,,,,,,,,
달달,소민,소민,0,,,,,,,,,,,,,,
달라,소민,소민,0,,,,,,,,,,,,,,
달라짐,소민,소민,0,,,,,,,,,,,,,,
달리,소민,소민,0,,,,,,,,,,,,,,
달이,소민,소민,0,,,,,,,,,,,,,,
달전,소민,소민,0,,,,,,,,,,,,,,
달짝,소민,소민,0,,,,,,,,,,,,,,
달짝찌,소민,소민,0,,,,,,,,,,,,,,
달콤,소민,소민,0,,,,,,,,,,,,,,
달팽이,소민,소민,0,,,,,,,,,,,,,,
닭갈비,소민,소민,0,,,,,,,,,,,,,,
닭고기,소민,소민,0,,,,,,,,,,,,,,
닭다리,소민,소민,0,,,,,,,,,,,,,,
닭도리탕,소민,소민,0,,,,,,,,,,,,,,
닭목,소민,소민,0,,,,,,,,,,,,,,
닭발,소민,소민,0,,,,,,,,,,,,,,
닭보,소민,소민,0,,,,,,,,,,,,,,
닭볶음탕,소민,소민,0,,,,,,,,,,,,,,
닯다리,소민,소민,0,,,,,,,,,,,,,,
담당,소민,소민,0,,,,,,,,,,,,,,
담배,소민,소민,0,,,,,,,,,,,,,,
담번,소민,소민,0,,,,,,,,,,,,,,
담소,소민,소민,0,,,,,,,,,,,,,,
답니,소민,소민,0,,,,,,,,,,,,,,
답변,소민,소민,0,,,,,,,,,,,,,,
답사,소민,소민,0,,,,,,,,,,,,,,
답습,소민,소민,0,,,,,,,,,,,,,,
답임,소민,소민,0,,,,,,,,,,,,,,
당구,소민,소민,0,,,,,,,,,,,,,,
당근,소민,소민,0,,,,,,,,,,,,,,
당뇨,소민,소민,0,,,,,,,,,,,,,,
당면,소민,소민,0,,,,,,,,,,,,,,
당분간,소민,소민,0,,,,,,,,,,,,,,
당산,소민,소민,0,,,,,,,,,,,,,,
당시,소민,소민,0,,,,,,,,,,,,,,
당신,소민,소민,0,,,,,,,,,,,,,,
당일,소민,소민,0,,,,,,,,,,,,,,
당장,소민,소민,0,,,,,,,,,,,,,,
당첨,소민,소민,0,,,,,,,,,,,,,,
당황,소민,소민,0,,,,,,,,,,,,,,
대가,소민,소민,0,,,,,,,,,,,,,,
대가리,소민,소민,0,,,,,,,,,,,,,,
대각선,소민,소민,0,,,,,,,,,,,,,,
대감,소민,소민,0,,,,,,,,,,,,,,
대개,소민,소민,0,,,,,,,,,,,,,,
대결,소민,소민,0,,,,,,,,,,,,,,
대고,소민,소민,0,,,,,,,,,,,,,,
대국,소민,소민,0,,,,,,,,,,,,,,
대기,소민,소민,0,,,,,,,,,,,,,,
대기실,소민,소민,0,,,,,,,,,,,,,,
대길,소민,소민,0,,,,,,,,,,,,,,
대꾸,소민,소민,0,,,,,,,,,,,,,,
대다수,소민,소민,0,,,,,,,,,,,,,,
대답,소민,소민,0,,,,,,,,,,,,,,
대도,소민,소민,0,,,,,,,,,,,,,,
대략,소민,소민,0,,,,,,,,,,,,,,
대련,소민,소민,0,,,,,,,,,,,,,,
대로,소민,소민,0,,,,,,,,,,,,,,
대루,소민,소민,0,,,,,,,,,,,,,,
대리,소민,소민,0,,,,,,,,,,,,,,
대만인,소민,소민,0,,,,,,,,,,,,,,
대면,소민,소민,0,,,,,,,,,,,,,,
대명사,소민,소민,0,,,,,,,,,,,,,,
대모,소민,소민,0,,,,,,,,,,,,,,
대박,소민,소민,0,,,,,,,,,,,,,,
대반,소민,소민,0,,,,,,,,,,,,,,
대별,소민,소민,0,,,,,,,,,,,,,,
대부분,소민,소민,0,,,,,,,,,,,,,,
대북,소민,소민,0,,,,,,,,,,,,,,
대비,소민,소민,0,,,,,,,,,,,,,,
대상,소민,소민,0,,,,,,,,,,,,,,
대서,소민,소민,0,,,,,,,,,,,,,,
대성,소민,소민,0,,,,,,,,,,,,,,
대식,소민,소민,0,,,,,,,,,,,,,,
대신,소민,소민,0,,,,,,,,,,,,,,
대안,소민,소민,0,,,,,,,,,,,,,,
대애,소민,소민,0,,,,,,,,,,,,,,
대여,소민,소민,0,,,,,,,,,,,,,,
대요,소민,소민,0,,,,,,,,,,,,,,
대우,소민,소민,0,,,,,,,,,,,,,,
대응,소민,소민,0,,,,,,,,,,,,,,
대일,소민,소민,0,,,,,,,,,,,,,,
대자,소민,소민,0,,,,,,,,,,,,,,
대자리,소민,소민,0,,,,,,,,,,,,,,
대전,소민,소민,0,,,,,,,,,,,,,,
대접,소민,소민,0,,,,,,,,,,,,,,
대조,소민,소민,1,,,,,,,,,,,,,,
대중,소민,소민,0,,,,,,,,,,,,,,
대중교통,소민,소민,0,,,,,,,,,,,,,,
대창,소민,소민,0,,,,,,,,,,,,,,
대처,소민,소민,0,,,,,,,,,,,,,,
대체,소민,소민,0,,,,,,,,,,,,,,
대체로,소민,소민,0,,,,,,,,,,,,,,
대체복무,소민,소민,0,,,,,,,,,,,,,,
대체재,소민,소민,0,,,,,,,,,,,,,,
대추,소민,소민,0,,,,,,,,,,,,,,
대충,소민,소민,0,,,,,,,,,,,,,,
대치,소민,소민,0,,,,,,,,,,,,,,
대파,소민,소민,0,,,,,,,,,,,,,,
대표,소민,소민,2,,,,,,,,,,,,,,
대하,소민,소민,0,,,,,,,,,,,,,,
대학가,소민,소민,0,,,,,,,,,,,,,,
대학교,소민,소민,0,,,,,,,,,,,,,,
대학로,소민,소민,0,,,,,,,,,,,,,,
대한,소민,소민,0,,,,,,,,,,,,,,
대한민국,소민,소민,0,,,,,,,,,,,,,,
대해,소민,소민,0,,,,,,,,,,,,,,
대형,소민,소민,0,,,,,,,,,,,,,,
대화,소민,소민,0,,,,,,,,,,,,,,
대회,소민,소민,0,,,,,,,,,,,,,,
대흥,소민,소민,0,,,,,,,,,,,,,,
대흥역,소민,소민,0,,,,,,,,,,,,,,
댓글,소민,소민,0,,,,,,,,,,,,,,
댕글,소민,소민,0,,,,,,,,,,,,,,
댕김,소민,소민,0,,,,,,,,,,,,,,
댜기,소민,소민,0,,,,,,,,,,,,,,
댜박댜,소민,소민,0,,,,,,,,,,,,,,
더구나,소민,소민,0,,,,,,,,,,,,,,
더군다나,소민,소민,0,,,,,,,,,,,,,,
더니,소민,소민,0,,,,,,,,,,,,,,
더더,소민,소민,0,,,,,,,,,,,,,,
더덕,소민,소민,0,,,,,,,,,,,,,,
더러,소민,소민,0,,,,,,,,,,,,,,
더맛,소민,소민,0,,,,,,,,,,,,,,
더미,소민,소민,0,,,,,,,,,,,,,,
더욱,소민,소민,0,,,,,,,,,,,,,,
더욱더,소민,소민,-1,,,,,,,,,,,,,,
더움,소민,소민,0,,,,,,,,,,,,,,
더위,소민,소민,0,,,,,,,,,,,,,,
더하기,소민,소민,0,,,,,,,,,,,,,,
덕분,소민,소민,0,,,,,,,,,,,,,,
덕준,소민,소민,0,,,,,,,,,,,,,,
덕지덕지,소민,소민,0,,,,,,,,,,,,,,
던곳,소민,소민,0,,,,,,,,,,,,,,
던데,소민,소민,0,,,,,,,,,,,,,,
던디,소민,소민,0,,,,,,,,,,,,,,
덜덜,소민,소민,0,,,,,,,,,,,,,,
덝갈비,소민,소민,0,,,,,,,,,,,,,,
덧살,소민,소민,0,,,,,,,,,,,,,,
덩달아,소민,소민,0,,,,,,,,,,,,,,
덩어리,소민,소민,0,,,,,,,,,,,,,,
덩이,소민,소민,0,,,,,,,,,,,,,,
덩치,소민,소민,0,,,,,,,,,,,,,,
데리,소민,소민,0,,,,,,,,,,,,,,
데리야끼,소민,소민,0,,,,,,,,,,,,,,
데이,소민,소민,0,,,,,,,,,,,,,,
데이터,소민,소민,0,,,,,,,,,,,,,,
데이트,소민,소민,0,,,,,,,,,,,,,,
데일,소민,소민,0,,,,,,,,,,,,,,
데친,소민,소민,0,,,,,,,,,,,,,,
덴테,소민,소민,0,,,,,,,,,,,,,,
델꼬,소민,소민,0,,,,,,,,,,,,,,
델코,소민,소민,0,,,,,,,,,,,,,,
도가니,소민,소민,0,,,,,,,,,,,,,,
도가니탕,소민,소민,0,,,,,,,,,,,,,,
도감,소민,소민,0,,,,,,,,,,,,,,
도구,소민,소민,0,,,,,,,,,,,,,,
도깨비,소민,소민,0,,,,,,,,,,,,,,
도다리,소민,소민,0,,,,,,,,,,,,,,
도달,소민,소민,0,,,,,,,,,,,,,,
도대체,소민,소민,0,,,,,,,,,,,,,,
도도,소민,소민,0,,,,,,,,,,,,,,
도둑,소민,소민,0,,,,,,,,,,,,,,
도때,소민,소민,0,,,,,,,,,,,,,,
도때기,소민,소민,0,,,,,,,,,,,,,,
도라방스,소민,소민,0,,,,,,,,,,,,,,
도랏맨,소민,소민,0,,,,,,,,,,,,,,
도로,소민,소민,0,,,,,,,,,,,,,,
도리,소민,소민,0,,,,,,,,,,,,,,
도립,소민,소민,0,,,,,,,,,,,,,,
도모,소민,소민,0,,,,,,,,,,,,,,
도무지,소민,소민,0,,,,,,,,,,,,,,
도박,소민,소민,0,,,,,,,,,,,,,,
도보,소민,소민,0,,,,,,,,,,,,,,
도산,소민,소민,0,,,,,,,,,,,,,,
도서,소민,소민,0,,,,,,,,,,,,,,
도서관,소민,소민,0,,,,,,,,,,,,,,
도수,소민,소민,0,,,,,,,,,,,,,,
도시,소민,소민,0,,,,,,,,,,,,,,
도시락,소민,소민,0,,,,,,,,,,,,,,
도심,소민,소민,0,,,,,,,,,,,,,,
도안,소민,소민,0,,,,,,,,,,,,,,
도우,소민,소민,0,,,,,,,,,,,,,,
도움,소민,소민,0,,,,,,,,,,,,,,
도인,소민,소민,0,,,,,,,,,,,,,,
도자기,소민,소민,0,,,,,,,,,,,,,,
도장,소민,소민,0,,,,,,,,,,,,,,
도저히,소민,소민,0,,,,,,,,,,,,,,
도전,소민,소민,0,,,,,,,,,,,,,,
도중,소민,소민,0,,,,,,,,,,,,,,
도착,소민,소민,0,,,,,,,,,,,,,,
도쿄,소민,소민,0,,,,,,,,,,,,,,
도토리묵,소민,소민,0,,,,,,,,,,,,,,
도파민,소민,소민,0,,,,,,,,,,,,,,
도하,소민,소민,0,,,,,,,,,,,,,,
도화,소민,소민,0,,,,,,,,,,,,,,
독방,소민,소민,0,,,,,,,,,,,,,,
독보,소민,소민,0,,,,,,,,,,,,,,
독창,소민,소민,0,,,,,,,,,,,,,,
독촉,소민,소민,0,,,,,,,,,,,,,,
독특,소민,소민,0,,,,,,,,,,,,,,
독해,소민,소민,0,,,,,,,,,,,,,,
돈값,소민,소민,0,,,,,,,,,,,,,,
돈갖,소민,소민,0,,,,,,,,,,,,,,
돈까스,소민,소민,0,,,,,,,,,,,,,,
돈대,소민,소민,0,,,,,,,,,,,,,,
돈독,소민,소민,0,,,,,,,,,,,,,,
돈맛,소민,소민,1,,,,,,,,,,,,,,
돋궈주네,소민,소민,1,,,,,,,,,,,,,,
돌뼈,소민,소민,0,,,,,,,,,,,,,,
돌솥,소민,소민,0,,,,,,,,,,,,,,
