split,platform,store_name,account_id,account_review_count,visit_date,visit_count,review_text,review_length,has_photo,rating,account_avg_rating,trust_score,manual_label,pred_label,trust_reasons,has_generic_praise,generic_count,generic_without_detail,has_number_detail,number_detail_count,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100,error_direction,error_type
train,kakao,성수족발,김성훈,68,2025-08-22,,와....세상에 이렇게 맛있는 족발이있었다니... 진짜 괜히 3대족발이 아니었어요...대박 너무 맛있고 또 생각나는 그 족발의 고기😍 꼭 가보세요. 안가시면 후회하실수도! https://m.blog.naver.com/seonghun39/223978709984,144,1,5.0,4.3,4.0,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | has_menu:+1.5 | category_count:+1 | has_detailed_negative:+2 | account_review_count_over_50:+1 | has_photo:+0.5,1,3,0,0,0,0,0,0,0,0,1,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,황금콩밭,이재원,1596,2025-12-24,,두부코스요리!! 재방문의사 홍어삼합!! 굿!! 두부짜글이!! 두부푸딩!!,40,1,4.0,3.6,4.0,0,1,no_number_detail_with_praise:-1 | category_count:+1 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,1,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,이태리국시 성수,니모로그,2,2026-04-05,,"신기한 메뉴가 많고 맛도 좋다! 분위기도 괜찮습니다! 데이트 코스로도 최적인거 같아요. 갑오징오파에야, 반계마늘돌솥리조토 강추! 건강한 재료에 맛도 있으니까 대만족이네요~",95,1,5.0,5.0,1.0,0,1,no_number_detail_with_praise:-1 | account_review_count_under_5:-2 | has_menu:+1.5 | category_count:+2 | has_photo:+0.5,1,1,0,0,0,0,0,0,1,1,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,소문난성수감자탕,정환,1,2025-05-18,,너무 노맛 뼈 덜삶아서 떨어지지도 않음,21,0,1.0,1.0,-8.0,1,0,short_review:-1 | low_information_review:-2 | account_review_count_is_1:-3 | generic_negative_without_detail:-2,0,0,0,0,0,0,0,1,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,기타 FN 오분류
train,naver,금금 성수점,Hima50,11,2026-03-23,1.0,수원 스타필드점에 갔다가 너무 맛있어서 성수점도 방문했어요! 역시 믿고 먹는 今今 저는 보리 된장 국수가 가장 맛있더라구요 메뉴 고민되시면 보리 된장 국수로 드셔보세요!,94,1,,,-5.0,1,0,strong_generic_praise:-1 | generic_without_detail:-3 | no_number_detail_with_praise:-1 | first_visit:-0.5 | has_photo:+0.5,1,2,1,0,0,1,0,0,0,0,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,능동미나리 성수점,최하경,1,2026-01-26,,우연히 들르게 되었는데 가게 분위기도 좋고 직원들도 친절해서 너무 좋았어요 무엇보다 육회랑 육회비빔밥이 넘 맛있었습니당 ❤️ 담에도 들를거 같아요 ! 수육전골도 짱 !!!,95,1,5.0,5.0,-1.0,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_is_1:-3 | has_menu:+1.5 | category_count:+2 | has_photo:+0.5,1,4,0,0,0,0,0,1,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,굴다리식당,유우우,7,2025-08-04,,만들어진거라 빨리나오는 음식(계란말이도) 미지근한 김치찌개 퍽퍽한 살코기 제육 위생 전혀 신경 안쓰시고 빨리나오는 거 좋아하시는 분은 만족 할 것 같네요^^ 회전율 때문에 미리 만들어둔 것 같은데 사람이 많이 없어서ㅠㅠ 굳이…,126,0,1.0,3.6,-1.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_under_10:-1 | has_menu:+1.5,1,2,0,0,0,0,0,0,0,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,소문난성수감자탕,PingDuu,1380,2026-04-17,2.0,오랜만에 먹어도 맛있어요 볶음밥 먹으려고 전골로 시킴 ㅎ,31,1,,,3.5,0,1,no_number_detail_with_praise:-1 | has_menu:+1.5 | revisit:+1 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,1,0,0,0,0,1,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,태양곱창 성수점,냉정한 평가 락스타,41,2025-03-23,,인스타 광고보고 갔다가 아예 영상과 다른 비주얼에 놀람; 순대는 아예 안 들어있고 당면도 몇없고 돼지 잡내나서 산초 겁나 뿌려먹었네요 피해보지마시길 ㅠ,84,0,1.0,4.2,-1.0,1,0,event_word:-2 | category_count:+1,0,0,0,0,0,0,0,0,0,0,0,0,FN: 실제 리뷰를 가짜로 분류,메뉴 언급 반영 부족
train,naver,금금 성수점,끼룩57,188,2026-01-03,1.0,기다려서 먹는 이유가 있는 맛이에요ㅠㅜㅠ 퓨전요리라서 흔히 먹을 수 있는 음식도 아니어서 특별한 날 오기도 좋을 것 같아요! 웨이팅 길지 않게 피크타임은 피해서 오면 좋을 것 같습니다ㅎㅎ 다음엔 피크타임 피해서 와서 다른 것도 더 시켜 먹어야 겠어요😋,140,1,,,6.0,0,1,first_visit:-0.5 | has_menu:+1.5 | category_count:+1 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,락희옥 마포본점,슈,63,2025-12-21,,해물 육류 골고루 있어서 좋음. 가성비는 안좋음. 브레이크타임 없고 와인종류는 커키지fee free. 식기는 사기 도자기라 맘에듬.,73,1,3.0,3.1,-3.5,1,0,strong_generic_praise:-1 | generic_without_detail:-3 | no_number_detail_with_praise:-1 | account_review_count_over_50:+1 | has_photo:+0.5,1,2,1,0,0,0,0,0,0,0,1,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,금금 성수점,위드유2112,13,2026-04-20,1.0,너무 맛있어서 메뉴를 더시켰고 여기메뉴 다 먹어보고싶을정도로 너무맛있어요 세상에 다른나라에서온 친구도 너뭄 맛있다고 잘먹을정도예요 성수오면 여기 꼭 오고싶어요 진짜 짱이에요🥹,97,1,,,2.0,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit:-0.5 | category_count:+2 | has_detailed_negative:+2 | has_photo:+0.5,1,4,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,할머니의 레시피,콩0710,425,2025-12-31,1.0,한식먹고싶어서 방문했는데 진짜 맛있고 건강한 한식이라 만족했어요 인테리어도 예쁘고 직원분들도 친절하셔서 추천해용👍,63,1,,,2.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit_short:-1.5 | category_count:+3 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,3,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,할머니의 레시피,Mellyna,63,2025-12-06,1.0,진짜 깔끔하고 맛있는 가정식 백반이었습니다-:) 간도 적절하고 할머니가 차려주신 한 상 느낌이랄까,54,1,,,2.0,0,1,no_number_detail_with_praise:-1 | first_visit_short:-1.5 | category_count:+2 | has_detailed_negative:+2 | account_review_count_over_50:+1 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,1,0,0,0,1,0,0,0,0,1,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,락희옥 마포본점,쿠롬,1,2025-05-16,,보쌈 차돌 김치말이국수 다 너무 맛있어요! 안쪽까지 좌석도 넓고 시원하고 쾌적해요 저의 원픽은 보쌈이요👍🏻,59,1,5.0,5.0,-2.0,1,0,no_number_detail_with_praise:-1 | account_review_count_is_1:-3 | has_menu:+1.5 | category_count:+1 | has_photo:+0.5 | kakao_5star_short_praise:-1,1,1,0,0,0,0,0,1,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,일등식당,kkr****,886,2026-03-18,2.0,최애 뼈해장국 가게,10,0,,,3.0,0,1,short_review:-1 | has_menu:+1.5 | revisit:+1 | account_review_count_over_100:+1.5,0,0,0,0,0,0,1,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,마포양지설렁탕,아미스트,869,2025-12-16,1.0,바로 옆에 이디야커피숍 있으니 후식으로 먹기도 좋구요. 양지설렁탕이야 워낙 오래되고 맛있는 곳 이라. 한자리에서 30년 이상이라 믿고 먹는곳 이지요,82,1,,,0.5,0,1,no_number_detail_with_praise:-1 | first_visit:-0.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,1,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,소문난성수감자탕,내돈내산철민이,38,2025-04-12,,예전에 방문했었을때 괜찮았어서 재방문했는데요 너무너무 실망했음....... 어째서........ 감자탕 특유의 칼칼한맛 매운맛 하나도 없고 니맛도 내맛도 아닌 밍밍한 맛 고기도 부드러운맛 안나고 뻑뻑했음 성수 갈때마다 줄 왜서는지 이해 안가는 집..,139,0,1.0,4.1,-0.5,1,0,generic_negative_without_detail:-2 | has_menu:+1.5,0,0,0,0,0,0,0,0,0,0,0,0,FN: 실제 리뷰를 가짜로 분류,메뉴 언급 반영 부족
train,naver,태양곱창 성수점,tot****,67,2026-03-19,1.0,야채곱창 맛도리 린정 !,13,1,,,0.5,0,1,short_review:-1 | first_visit_short:-1.5 | has_menu:+1.5 | account_review_count_over_50:+1 | has_photo:+0.5,0,0,0,0,0,1,0,0,0,0,1,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,금금 성수점,누니68,18,2026-04-17,1.0,맛있어요 기다린 보람잇고 보리된장국수 진짜 꼭 드셍ㅎㅇ,30,1,,,0.0,0,1,no_number_detail_with_praise:-1 | first_visit_short:-1.5 | category_count:+1 | has_detailed_negative:+2 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,1,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,조선시대,13211s,15,2026-04-25,2.0,김치전 진짜 맛있어요 재밌게 놀다 갑니다-!!,25,1,,,2.0,0,1,short_review:-1 | short_generic_review:-2 | no_number_detail_with_praise:-1 | has_menu:+1.5 | category_count:+1 | has_detailed_negative:+2 | revisit:+1 | has_photo:+0.5,1,1,0,0,0,0,1,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,금금 성수점,맛똑이 I 카페 맛집,121,2026-04-27,1.0,보리된장국수 짱맛! 감칠맛나는 마제소바에요 묵은지 참치말이는 밥이 좀 질어서 아쉬웠고 묵은지 문어 국수는 레몬향? 이 많이 나더라구요 보리된장국수가 제일 맛있었어요,91,1,,,-3.5,1,0,strong_generic_praise:-1 | generic_without_detail:-3 | no_number_detail_with_praise:-1 | first_visit:-0.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,2,1,0,0,1,0,0,0,0,1,1,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,황금콩밭,비그르히그르,1229,2026-02-21,1.0,"1인 4만원, 점심코스를 먹었는데 엥... 그냥 생두부주는 한정식이라는 느낌이라서 돈이 아까워요... 물론 생두부가 무척이나 맛있던 건 맞지만 이렇게 한끼 먹는데 인당 4만원이라고? 조금 많이 의아함... 차라리 커플세트 6만원이 조금 더 만족도가 높지 않았을까 생각이 드는데 예약하면 코스만 먹어야 한다고 1층에서 먹을 수 없다고 하니 당황스러울 뿐. 단품 메뉴도 단가가 높기 때문에 개인적으로 그냥 커플세트가 가장 가성비 좋아보임... 음 근데 사실 가성비는 없는 매장임🤔",266,1,,,-0.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit:-0.5 | generic_negative_without_detail:-2 | category_count:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,2,0,0,0,1,0,0,0,0,1,1,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,쭌곱창,pinj,28,2026-04-11,1.0,진짜 너무 맛있고 알려주신 방법대로 먹으니까 정말 말있습니다ㅜㅜ 밑반찬도 너무 잘나오고 맛있어요 ! 최고입니다 👍🏼,64,1,,,0.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit_short:-1.5 | has_menu:+1.5 | category_count:+1 | has_detailed_negative:+2 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,3,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,금금 성수점,금비,248,2025-07-30,,양이 적어요,6,0,3.0,4.2,1.5,0,1,short_review:-1 | ultra_short_review:-1 | has_detailed_negative:+2 | account_review_count_over_100:+1.5,0,0,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,기타 FP 오분류
train,naver,소문난성수감자탕,스카이깡깡,2251,2025-12-11,1.0,핸드폰충전은 잘했는데 맛은 그냥저냥이었어요 소스는 맛낫지만..,34,1,,,0.0,0,1,first_visit_short:-1.5 | generic_negative_without_detail:-2 | has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,성수족발,갓성비,9,2025-06-21,,과거에 먹던 맛이 안나네요 주인장님 바뀌셨나요 몇년만에 갔는데 왜 이렇게 된거죠 ㅠㅠ ㅡ 껍질은 딱 딱해서 앞니론 잘리지도 않고 안썹혀서 잘 넘어가질 않음. ㅡ 고기는 다 말라서 장조림이 따로 없음. ㅡ 김치나 반찬은 말할것도없이 부실하고 ㅡ 포장이라 이런 부위를 줬나? 다 묶어둔거 결제하고 바로 건네줌. ㅡㅡㅡ 이유을 찿아서 다음에 찾을 때에는 맛있는 성수 족발이 되었으면 좋겠네요,215,0,2.0,4.3,-0.5,1,0,no_number_detail_with_praise:-1 | account_review_count_under_10:-1 | has_menu:+1.5,1,1,0,0,0,0,0,0,0,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,소문난성수감자탕,미스터빈,216,2026-02-24,,리뷰 보면 알겠지만 점원 태도 신경 안쓰는 편이지만 이 집은 개선이 좀 필요해보임 맛은 그냥 맛있는 감자탕임,60,0,2.0,3.3,-1.5,1,0,no_number_detail_with_praise:-1 | generic_negative_without_detail:-2 | account_review_count_over_100:+1.5,1,1,0,0,0,0,0,0,0,0,1,1,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,각시보쌈,눈먼지,54,2026-03-10,1.0,평일 점심에 사람 많은데 회전율 빨라서 대기 10분 정도,31,1,,,7.5,0,1,first_visit_short:-1.5 | has_menu:+1.5 | category_count:+2 | has_number_detail:+2 | has_detailed_negative:+2 | account_review_count_over_50:+1 | has_photo:+0.5,0,0,0,1,1,1,0,0,0,0,1,0,FP: 가짜 리뷰를 실제로 분류,숫자 정보 과대 반영
train,kakao,능동미나리 성수점,봉준호루라기,24,2025-09-20,,회전율 빠르고 깔끔함. 바닥이 미끄러워서 조심해야할 듯.,31,1,4.0,4.6,3.0,0,1,has_menu:+1.5 | category_count:+1 | has_photo:+0.5,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
train,kakao,홍대 조선시대,nnln,2,2026-04-09,,안주가 다양한데 다 맛있고 막걸리가 너무너무 맛있습니다 특히 말차크림막걸리는 진짜 말차라떼처럼 부드럽고 달달해요 ㅜㅜ 너무 많이 마셔서 배부르게 먹고 갑니다!! 다음에 또 방문하고 싶어요,104,1,5.0,5.0,-0.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_under_5:-2 | category_count:+1 | has_detailed_negative:+2 | has_photo:+0.5,1,2,0,0,0,0,0,0,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,옥동식 서교점,국밥투어러,54,2026-04-19,,기대와 웨이팅에비해 맛은 생각보다 평범..,23,0,3.0,3.9,3.0,0,1,short_review:-1 | category_count:+1 | has_detailed_negative:+2 | account_review_count_over_50:+1,0,0,0,0,0,0,0,0,0,0,1,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,소문난성수감자탕,K,20,2026-01-30,,옛날에 비해 너무 너프된느낌 ... 아쉽네요,24,0,2.0,3.1,-5.0,1,0,short_review:-1 | low_information_review:-2 | generic_negative_without_detail:-2,0,0,0,0,0,0,0,0,0,0,0,0,FN: 실제 리뷰를 가짜로 분류,구체적 부정/혼합 의견 반영 부족
train,kakao,성수족발,돼지공쥬,203,2025-12-10,,3번정도갔지만 자리가 너무불편함 ㅠㅠ 포장을추천드리고 비싸지만 내입맛엔 좋음,42,1,3.0,3.5,5.0,0,1,strong_generic_praise:-1 | has_number_detail:+2 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,2,0,1,1,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,숫자 정보 과대 반영
train,kakao,금금 성수점,갱,3,2025-06-27,,음식 맛은 좋아도 위생 안좋고 불친절해서 다시는 안가요 설거지 똑바로 안했으면 사과하는게 먼저 아닌가요 가지 마세요,64,0,1.0,2.3,-1.0,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_under_5:-2 | category_count:+1 | has_detailed_negative:+2,1,2,0,0,0,0,0,0,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,소문난성수감자탕,rose,273,2025-05-25,,감자탕 고기가 너무 퍽퍽해요... 안에 나물도 거의 없고 볶음밥은 김가루+깻잎 끝.. 재방문의사 없습니다,58,1,1.0,3.6,3.5,0,1,has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,할머니의 레시피,ai****,805,2025-05-04,1.0,반찬이 정갈하게 잘 나와요,14,1,,,1.0,0,1,short_review:-1 | first_visit_short:-1.5 | has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,능동미나리 성수점,주응짱,21,2026-02-21,,명성과 웨이팅에 비해 ㅠㅡㅠ 다소 아쉬웠습니다. 개인적으로 쏘쏘네용,37,0,3.0,4.3,3.0,0,1,category_count:+1 | has_detailed_negative:+2,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,금금 성수점,쵸코비쨩,14,2026-04-05,1.0,진짜 맛있어용!! 데이트 장소로 좋은 거 같아요! 직원들도 친절하시고 음식이 새롭고 맛있습니다! 추천해용!!!,61,1,,,1.0,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit_short:-1.5 | category_count:+3 | has_detailed_negative:+2 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,4,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,능동미나리 성수점,내돈내산,146,2025-03-25,,외국인 친구랑 방문했는데 맛있게 먹었습니다. 달짝지근해서 웬만한 사람들 다 맛있게 먹을 것 같아요~,55,1,4.0,3.2,4.0,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | category_count:+2 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,2,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,이태리국시 성수,진영☆주언마미☆,3,2026-03-29,,일요일 11시30분 오픈런했어요~웨이팅.없이 식사했구요~시그니처.메뉴들.위주로 먹었어요~약간 매콤한 메뉴들이.많아서 너무 좋았고...주말 낮에 가볍게 와인한잔이랑 너무 어울리는 메뉴들입니다! ^^,109,1,5.0,5.0,4.5,0,1,account_review_count_under_5:-2 | category_count:+2 | has_number_detail:+2 | has_detailed_negative:+2 | has_photo:+0.5,1,1,0,1,2,0,0,0,1,1,0,0,FP: 가짜 리뷰를 실제로 분류,숫자 정보 과대 반영
train,kakao,금금 성수점,20274920,31,2025-01-09,,퓨전요리 신기했어요,10,1,4.0,4.3,1.0,0,1,short_review:-1 | has_menu:+1.5 | has_photo:+0.5,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
train,naver,장인닭갈비 홍대점,loo****,2,2026-04-18,1.0,인테리어 예쁘고 화려하고 음악도 잘 틀어주시고 닭고기 맛도 맛있었습니다 다시 오겠습니다,48,1,,,-2.5,1,0,no_number_detail_with_praise:-1 | account_review_count_under_5:-2 | first_visit_short:-1.5 | has_menu:+1.5 | category_count:+1 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,1,0,0,0,1,0,0,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,각시보쌈,연샤미,1677,2026-02-28,1.0,두명이서 소자 충분하고 공깃밥시키면 김치찌개도 나와요~ 술안주로 딱입니다ㅎㅎ,42,1,,,2.0,0,1,first_visit_short:-1.5 | has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,태양곱창 성수점,페러글라이딩 그까짓거 뭐ㅋ~~🍑,21,2025-12-13,,다음지도 네이버 모두 11시 운영으로 되어있지만 실제 운영하시 않음,37,0,1.0,2.5,2.0,0,1,has_number_detail:+2,0,0,0,1,1,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,숫자 정보 과대 반영
train,kakao,락희옥 마포본점,hooonooo,16,2025-04-07,,삼치회랑 보쌈 시켰습니다! 보쌈이 탱탱해요 맛있습니다!,30,1,5.0,3.0,0.0,0,1,no_number_detail_with_praise:-1 | has_menu:+1.5 | has_photo:+0.5 | kakao_5star_short_praise:-1,1,1,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
train,naver,소문난성수감자탕,mmo****,30,2026-01-13,1.0,성수에 늦게까지하는곳이 없는데 늦은시간까지해서 좋다. 맛도있다. 밥보다는 수제비를 추천쓰 암튼 배불러,56,1,,,0.5,0,1,no_number_detail_with_praise:-1 | first_visit_short:-1.5 | has_menu:+1.5 | has_detailed_negative:+2 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,1,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,황금콩밭,리보,79,2026-03-09,,가격대는 있지만 대만족. 청국장과 생두부가 특히 맛있었어요.,33,1,5.0,4.7,3.0,0,1,no_number_detail_with_praise:-1 | has_menu:+1.5 | has_detailed_negative:+2 | account_review_count_over_50:+1 | has_photo:+0.5 | kakao_5star_short_praise:-1,1,1,0,0,0,0,0,0,0,0,1,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
train,naver,금금 성수점,LIZZY37,17,2026-03-05,1.0,"된장으로 만든 한국식 마제소바라는데 완전 맛있다. 근래 먹은것 중에 제일 맛있었다. 맛이 그렇게 특이한건 아니고 일반 마제소바랑 거의 비슷하다. 된장맛이 나긴나는데 일반 마제소바맛이 더 강해서. 그래도 된장맛이 되게 잘 어울리고, 색다른 맛은 아니어도 이 자체로 맛있고, 고명으로 올라가는 수육이랑 튀긴두부도 잘 어울리고 맛있다 매장은 작은데 사람도 꽤 잘 빠져서 대기는 거의 없는 수준. 물론 주중이라 그렇고 주말엔 대기 길것 같다.",243,1,,,3.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit:-0.5 | has_menu:+1.5 | category_count:+2 | has_detailed_negative:+2 | has_photo:+0.5,1,4,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,대성갈비,hotti,15,2025-07-20,,진짜 김치찌개 미쳤습니다......!,20,0,5.0,4.1,3.5,0,1,short_review:-1 | has_menu:+1.5 | category_count:+1 | has_detailed_negative:+2,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,태양곱창 성수점,이동현,31,2025-06-13,,유튜브에서 본 것보단 양이 적지만 자극적이고 맛있었어요 다음엔친구랑올게요,40,1,5.0,4.8,1.5,0,1,no_number_detail_with_praise:-1 | category_count:+1 | has_detailed_negative:+2 | has_photo:+0.5 | kakao_5star_short_praise:-1,1,1,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
train,kakao,쭌곱창,이정현,1,2025-12-29,,맛도 있고 은은하게 매운걸 계란찜이랑 생크림이 잡아줘서 너무 좋아요!!! 그리고 사장님도 너무 친절하시고 먹는 방법까지 알려주셔서 너무 좋았어요!!,82,1,5.0,5.0,-4.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_is_1:-3 | many_intensifier_without_specificity:-1 | category_count:+1 | has_photo:+0.5,1,3,0,0,0,0,0,1,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,소문난성수감자탕,짬타맨,40,2025-02-01,,"평범한줄 알았는데, 다른 뼈다귀집 가니까 고기가 질겨서 안뜯김... 여기정도면 상급이다.",49,0,4.0,4.0,1.5,0,1,has_menu:+1.5,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,성수족발,송원,9,2025-11-15,,10시 마감이라고 써놨으면서 9시 40분에 갑자기 오시더니 지금 바로 나가라고 하심;; 이게 뭥..,55,1,1.0,4.6,1.5,0,1,account_review_count_under_10:-1 | has_number_detail:+2 | has_photo:+0.5,0,0,0,1,3,0,0,0,0,1,0,0,FP: 가짜 리뷰를 실제로 분류,숫자 정보 과대 반영
train,naver,쭌곱창,도장깨기중인채,29,2026-04-25,1.0,최고에용 요즘같은 날씨 야장자리에 앉아서 호로록 내일은 모르겠고오늘을 즐깁니다🫶🏻,45,1,,,-6.0,1,0,generic_without_detail:-3 | no_number_detail_with_praise:-1 | first_visit_short:-1.5 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,1,1,0,0,1,0,0,0,0,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,금금 성수점,Undercover,24,2025-10-25,,근처고 웨이팅 없이 먹기는 ㄱㅊ아요,19,0,3.0,3.0,2.0,0,1,short_review:-1 | category_count:+1 | has_detailed_negative:+2,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
